timestamp,open,high,low,close,volume
1764707100000,91261.0,91416.1,90969.3,90980.9,90.82541887
1764707400000,90981.0,91147.0,90966.0,91044.5,40.48694144
1764707400000,90981.0,91147.0,90966.0,91044.5,40.48694144
1764707700000,91044.7,91068.7,90719.5,90739.2,67.02409237
1764707700000,91044.7,91068.7,90719.5,90739.2,67.02409237
1764707700000,91044.7,91068.7,90719.5,90739.2,67.02409237
1764708000000,90739.3,90949.8,90739.3,90945.0,18.4579961
1764708000000,90739.3,90949.8,90739.3,90945.0,18.4579961
1764708000000,90739.3,90949.8,90739.3,90945.0,18.4579961
1764708000000,90739.3,90949.8,90739.3,90945.0,18.4579961
1764708300000,90944.9,91077.6,90853.1,90926.9,20.80728016
1764708300000,90944.9,91077.6,90853.1,90926.9,20.80728016
1764708300000,90944.9,91077.6,90853.1,90926.9,20.80728016
1764708300000,90944.9,91077.6,90853.1,90926.9,20.80728016
1764708300000,90944.9,91077.6,90853.1,90926.9,20.80728016
1764708600000,90926.9,91070.0,90921.1,90947.0,21.61628883
1764708600000,90926.9,91070.0,90921.1,90947.0,21.61628883
1764708600000,90926.9,91070.0,90921.1,90947.0,21.61628883
1764708600000,90926.9,91070.0,90921.1,90947.0,21.61628883
1764708600000,90926.9,91070.0,90921.1,90947.0,21.61628883
1764708600000,90926.9,91070.0,90921.1,90947.0,21.61628883
1764708900000,90947.1,91178.6,90890.1,91034.1,34.54205448
1764708900000,90947.1,91178.6,90890.1,91034.1,34.54205448
1764708900000,90947.1,91178.6,90890.1,91034.1,34.54205448
1764708900000,90947.1,91178.6,90890.1,91034.1,34.54205448
1764708900000,90947.1,91178.6,90890.1,91034.1,34.54205448
1764708900000,90947.1,91178.6,90890.1,91034.1,34.54205448
1764708900000,90947.1,91178.6,90890.1,91034.1,34.54205448
1764709200000,91034.1,91167.9,90971.8,91134.0,20.71302235
1764709200000,91034.1,91167.9,90971.8,91134.0,20.71302235
1764709200000,91034.1,91167.9,90971.8,91134.0,20.71302235
1764709200000,91034.1,91167.9,90971.8,91134.0,20.71302235
1764709200000,91034.1,91167.9,90971.8,91134.0,20.71302235
1764709200000,91034.1,91167.9,90971.8,91134.0,20.71302235
1764709200000,91034.1,91167.9,90971.8,91134.0,20.71302235
1764709200000,91034.1,91167.9,90971.8,91134.0,20.71302235
1764709500000,91134.0,91282.9,91106.7,91255.8,15.96113816
1764709500000,91134.0,91282.9,91106.7,91255.8,15.96113816
1764709500000,91134.0,91282.9,91106.7,91255.8,15.96113816
1764709500000,91134.0,91282.9,91106.7,91255.8,15.96113816
1764709500000,91134.0,91282.9,91106.7,91255.8,15.96113816
1764709500000,91134.0,91282.9,91106.7,91255.8,15.96113816
1764709500000,91134.0,91282.9,91106.7,91255.8,15.96113816
1764709500000,91134.0,91282.9,91106.7,91255.8,15.96113816
1764709500000,91134.0,91282.9,91106.7,91255.8,15.96113816
1764709800000,91255.8,91258.9,91164.2,91236.9,8.5835833
1764709800000,91255.8,91258.9,91164.2,91236.9,8.5835833
1764709800000,91255.8,91258.9,91164.2,91236.9,8.5835833
1764709800000,91255.8,91258.9,91164.2,91236.9,8.5835833
1764709800000,91255.8,91258.9,91164.2,91236.9,8.5835833
1764709800000,91255.8,91258.9,91164.2,91236.9,8.5835833
1764709800000,91255.8,91258.9,91164.2,91236.9,8.5835833
1764709800000,91255.8,91258.9,91164.2,91236.9,8.5835833
1764709800000,91255.8,91258.9,91164.2,91236.9,8.5835833
1764709800000,91255.8,91258.9,91164.2,91236.9,8.5835833
1764710100000,91236.8,91257.5,91200.1,91216.5,12.92985384
1764710100000,91236.8,91257.5,91200.1,91216.5,12.92985384
1764710100000,91236.8,91257.5,91200.1,91216.5,12.92985384
1764710100000,91236.8,91257.5,91200.1,91216.5,12.92985384
1764710100000,91236.8,91257.5,91200.1,91216.5,12.92985384
1764710100000,91236.8,91257.5,91200.1,91216.5,12.92985384
1764710100000,91236.8,91257.5,91200.1,91216.5,12.92985384
1764710100000,91236.8,91257.5,91200.1,91216.5,12.92985384
1764710100000,91236.8,91257.5,91200.1,91216.5,12.92985384
1764710100000,91236.8,91257.5,91200.1,91216.5,12.92985384
1764710100000,91236.8,91257.5,91200.1,91216.5,12.92985384
1764710400000,91216.5,91357.9,91216.5,91287.2,26.136778
1764710400000,91216.5,91357.9,91216.5,91287.2,26.136778
1764710400000,91216.5,91357.9,91216.5,91287.2,26.136778
1764710400000,91216.5,91357.9,91216.5,91287.2,26.136778
1764710400000,91216.5,91357.9,91216.5,91287.2,26.136778
1764710400000,91216.5,91357.9,91216.5,91287.2,26.136778
1764710400000,91216.5,91357.9,91216.5,91287.2,26.136778
1764710400000,91216.5,91357.9,91216.5,91287.2,26.136778
1764710400000,91216.5,91357.9,91216.5,91287.2,26.136778
1764710400000,91216.5,91357.9,91216.5,91287.2,26.136778
1764710400000,91216.5,91357.9,91216.5,91287.2,26.136778
1764710400000,91216.5,91357.9,91216.5,91287.2,26.136778
1764710700000,91287.1,91491.3,91207.4,91427.3,24.41597595
1764710700000,91287.1,91491.3,91207.4,91427.3,24.41597595
1764710700000,91287.1,91491.3,91207.4,91427.3,24.41597595
1764710700000,91287.1,91491.3,91207.4,91427.3,24.41597595
1764710700000,91287.1,91491.3,91207.4,91427.3,24.41597595
1764710700000,91287.1,91491.3,91207.4,91427.3,24.41597595
1764710700000,91287.1,91491.3,91207.4,91427.3,24.41597595
1764710700000,91287.1,91491.3,91207.4,91427.3,24.41597595
1764710700000,91287.1,91491.3,91207.4,91427.3,24.41597595
1764710700000,91287.1,91491.3,91207.4,91427.3,24.41597595
1764710700000,91287.1,91491.3,91207.4,91427.3,24.41597595
1764710700000,91287.1,91491.3,91207.4,91427.3,24.41597595
1764710700000,91287.1,91491.3,91207.4,91427.3,24.41597595
1764711000000,91427.3,91502.9,91318.3,91319.2,9.144628
1764711000000,91427.3,91502.9,91318.3,91319.2,9.144628
1764711000000,91427.3,91502.9,91318.3,91319.2,9.144628
1764711000000,91427.3,91502.9,91318.3,91319.2,9.144628
1764711000000,91427.3,91502.9,91318.3,91319.2,9.144628
1764711000000,91427.3,91502.9,91318.3,91319.2,9.144628
1764711000000,91427.3,91502.9,91318.3,91319.2,9.144628
1764711000000,91427.3,91502.9,91318.3,91319.2,9.144628
1764711000000,91427.3,91502.9,91318.3,91319.2,9.144628
1764711000000,91427.3,91502.9,91318.3,91319.2,9.144628
1764711000000,91427.3,91502.9,91318.3,91319.2,9.144628
1764711000000,91427.3,91502.9,91318.3,91319.2,9.144628
1764711000000,91427.3,91502.9,91318.3,91319.2,9.144628
1764711000000,91427.3,91502.9,91318.3,91319.2,9.144628
1764711300000,91319.2,91455.0,91303.2,91404.0,23.28543385
1764711300000,91319.2,91455.0,91303.2,91404.0,23.28543385
1764711300000,91319.2,91455.0,91303.2,91404.0,23.28543385
1764711300000,91319.2,91455.0,91303.2,91404.0,23.28543385
1764711300000,91319.2,91455.0,91303.2,91404.0,23.28543385
1764711300000,91319.2,91455.0,91303.2,91404.0,23.28543385
1764711300000,91319.2,91455.0,91303.2,91404.0,23.28543385
1764711300000,91319.2,91455.0,91303.2,91404.0,23.28543385
1764711300000,91319.2,91455.0,91303.2,91404.0,23.28543385
1764711300000,91319.2,91455.0,91303.2,91404.0,23.28543385
1764711300000,91319.2,91455.0,91303.2,91404.0,23.28543385
1764711300000,91319.2,91455.0,91303.2,91404.0,23.28543385
1764711300000,91319.2,91455.0,91303.2,91404.0,23.28543385
1764711300000,91319.2,91455.0,91303.2,91404.0,23.28543385
1764711300000,91319.2,91455.0,91303.2,91404.0,23.28543385
1764711600000,91404.0,91488.5,91386.3,91476.6,8.09914716
1764711600000,91404.0,91488.5,91386.3,91476.6,8.09914716
1764711600000,91404.0,91488.5,91386.3,91476.6,8.09914716
1764711600000,91404.0,91488.5,91386.3,91476.6,8.09914716
1764711600000,91404.0,91488.5,91386.3,91476.6,8.09914716
1764711600000,91404.0,91488.5,91386.3,91476.6,8.09914716
1764711600000,91404.0,91488.5,91386.3,91476.6,8.09914716
1764711600000,91404.0,91488.5,91386.3,91476.6,8.09914716
1764711600000,91404.0,91488.5,91386.3,91476.6,8.09914716
1764711600000,91404.0,91488.5,91386.3,91476.6,8.09914716
1764711600000,91404.0,91488.5,91386.3,91476.6,8.09914716
1764711600000,91404.0,91488.5,91386.3,91476.6,8.09914716
1764711600000,91404.0,91488.5,91386.3,91476.6,8.09914716
1764711600000,91404.0,91488.5,91386.3,91476.6,8.09914716
1764711600000,91404.0,91488.5,91386.3,91476.6,8.09914716
1764711600000,91404.0,91488.5,91386.3,91476.6,8.09914716
1764711900000,91476.6,91509.5,91433.1,91453.3,7.75253995
1764711900000,91476.6,91509.5,91433.1,91453.3,7.75253995
1764711900000,91476.6,91509.5,91433.1,91453.3,7.75253995
1764711900000,91476.6,91509.5,91433.1,91453.3,7.75253995
1764711900000,91476.6,91509.5,91433.1,91453.3,7.75253995
1764711900000,91476.6,91509.5,91433.1,91453.3,7.75253995
1764711900000,91476.6,91509.5,91433.1,91453.3,7.75253995
1764711900000,91476.6,91509.5,91433.1,91453.3,7.75253995
1764711900000,91476.6,91509.5,91433.1,91453.3,7.75253995
1764711900000,91476.6,91509.5,91433.1,91453.3,7.75253995
1764711900000,91476.6,91509.5,91433.1,91453.3,7.75253995
1764711900000,91476.6,91509.5,91433.1,91453.3,7.75253995
1764711900000,91476.6,91509.5,91433.1,91453.3,7.75253995
1764711900000,91476.6,91509.5,91433.1,91453.3,7.75253995
1764711900000,91476.6,91509.5,91433.1,91453.3,7.75253995
1764711900000,91476.6,91509.5,91433.1,91453.3,7.75253995
1764711900000,91476.6,91509.5,91433.1,91453.3,7.75253995
1764712200000,91453.3,91626.3,91453.3,91626.3,10.57020377
1764712200000,91453.3,91626.3,91453.3,91626.3,10.57020377
1764712200000,91453.3,91626.3,91453.3,91626.3,10.57020377
1764712200000,91453.3,91626.3,91453.3,91626.3,10.57020377
1764712200000,91453.3,91626.3,91453.3,91626.3,10.57020377
1764712200000,91453.3,91626.3,91453.3,91626.3,10.57020377
1764712200000,91453.3,91626.3,91453.3,91626.3,10.57020377
1764712200000,91453.3,91626.3,91453.3,91626.3,10.57020377
1764712200000,91453.3,91626.3,91453.3,91626.3,10.57020377
1764712200000,91453.3,91626.3,91453.3,91626.3,10.57020377
1764712200000,91453.3,91626.3,91453.3,91626.3,10.57020377
1764712200000,91453.3,91626.3,91453.3,91626.3,10.57020377
1764712200000,91453.3,91626.3,91453.3,91626.3,10.57020377
1764712200000,91453.3,91626.3,91453.3,91626.3,10.57020377
1764712200000,91453.3,91626.3,91453.3,91626.3,10.57020377
1764712200000,91453.3,91626.3,91453.3,91626.3,10.57020377
1764712200000,91453.3,91626.3,91453.3,91626.3,10.57020377
1764712200000,91453.3,91626.3,91453.3,91626.3,10.57020377
1764712500000,91626.2,91633.3,91558.1,91569.0,9.81856012
1764712500000,91626.2,91633.3,91558.1,91569.0,9.81856012
1764712500000,91626.2,91633.3,91558.1,91569.0,9.81856012
1764712500000,91626.2,91633.3,91558.1,91569.0,9.81856012
1764712500000,91626.2,91633.3,91558.1,91569.0,9.81856012
1764712500000,91626.2,91633.3,91558.1,91569.0,9.81856012
1764712500000,91626.2,91633.3,91558.1,91569.0,9.81856012
1764712500000,91626.2,91633.3,91558.1,91569.0,9.81856012
1764712500000,91626.2,91633.3,91558.1,91569.0,9.81856012
1764712500000,91626.2,91633.3,91558.1,91569.0,9.81856012
1764712500000,91626.2,91633.3,91558.1,91569.0,9.81856012
1764712500000,91626.2,91633.3,91558.1,91569.0,9.81856012
1764712500000,91626.2,91633.3,91558.1,91569.0,9.81856012
1764712500000,91626.2,91633.3,91558.1,91569.0,9.81856012
1764712500000,91626.2,91633.3,91558.1,91569.0,9.81856012
1764712500000,91626.2,91633.3,91558.1,91569.0,9.81856012
1764712500000,91626.2,91633.3,91558.1,91569.0,9.81856012
1764712500000,91626.2,91633.3,91558.1,91569.0,9.81856012
1764712500000,91626.2,91633.3,91558.1,91569.0,9.81856012
1764712800000,91569.0,91850.0,91564.0,91849.9,20.1573331
1764712800000,91569.0,91850.0,91564.0,91849.9,20.1573331
1764712800000,91569.0,91850.0,91564.0,91849.9,20.1573331
1764712800000,91569.0,91850.0,91564.0,91849.9,20.1573331
1764712800000,91569.0,91850.0,91564.0,91849.9,20.1573331
1764712800000,91569.0,91850.0,91564.0,91849.9,20.1573331
1764712800000,91569.0,91850.0,91564.0,91849.9,20.1573331
1764712800000,91569.0,91850.0,91564.0,91849.9,20.1573331
1764712800000,91569.0,91850.0,91564.0,91849.9,20.1573331
1764712800000,91569.0,91850.0,91564.0,91849.9,20.1573331
1764712800000,91569.0,91850.0,91564.0,91849.9,20.1573331
1764712800000,91569.0,91850.0,91564.0,91849.9,20.1573331
1764712800000,91569.0,91850.0,91564.0,91849.9,20.1573331
1764712800000,91569.0,91850.0,91564.0,91849.9,20.1573331
1764712800000,91569.0,91850.0,91564.0,91849.9,20.1573331
1764712800000,91569.0,91850.0,91564.0,91849.9,20.1573331
1764712800000,91569.0,91850.0,91564.0,91849.9,20.1573331
1764712800000,91569.0,91850.0,91564.0,91849.9,20.1573331
1764712800000,91569.0,91850.0,91564.0,91849.9,20.1573331
1764712800000,91569.0,91850.0,91564.0,91849.9,20.1573331
1764713100000,91849.9,91849.9,91520.0,91562.5,44.02624245
1764713100000,91849.9,91849.9,91520.0,91562.5,44.02624245
1764713100000,91849.9,91849.9,91520.0,91562.5,44.02624245
1764713100000,91849.9,91849.9,91520.0,91562.5,44.02624245
1764713100000,91849.9,91849.9,91520.0,91562.5,44.02624245
1764713100000,91849.9,91849.9,91520.0,91562.5,44.02624245
1764713100000,91849.9,91849.9,91520.0,91562.5,44.02624245
1764713100000,91849.9,91849.9,91520.0,91562.5,44.02624245
1764713100000,91849.9,91849.9,91520.0,91562.5,44.02624245
1764713100000,91849.9,91849.9,91520.0,91562.5,44.02624245
1764713100000,91849.9,91849.9,91520.0,91562.5,44.02624245
1764713100000,91849.9,91849.9,91520.0,91562.5,44.02624245
1764713100000,91849.9,91849.9,91520.0,91562.5,44.02624245
1764713100000,91849.9,91849.9,91520.0,91562.5,44.02624245
1764713100000,91849.9,91849.9,91520.0,91562.5,44.02624245
1764713100000,91849.9,91849.9,91520.0,91562.5,44.02624245
1764713100000,91849.9,91849.9,91520.0,91562.5,44.02624245
1764713100000,91849.9,91849.9,91520.0,91562.5,44.02624245
1764713100000,91849.9,91849.9,91520.0,91562.5,44.02624245
1764713100000,91849.9,91849.9,91520.0,91562.5,44.02624245
1764713100000,91849.9,91849.9,91520.0,91562.5,44.02624245
1764713400000,91561.4,91892.8,91558.3,91851.7,62.82214199
1764713400000,91561.4,91892.8,91558.3,91851.7,62.82214199
1764713400000,91561.4,91892.8,91558.3,91851.7,62.82214199
1764713400000,91561.4,91892.8,91558.3,91851.7,62.82214199
1764713400000,91561.4,91892.8,91558.3,91851.7,62.82214199
1764713400000,91561.4,91892.8,91558.3,91851.7,62.82214199
1764713400000,91561.4,91892.8,91558.3,91851.7,62.82214199
1764713400000,91561.4,91892.8,91558.3,91851.7,62.82214199
1764713400000,91561.4,91892.8,91558.3,91851.7,62.82214199
1764713400000,91561.4,91892.8,91558.3,91851.7,62.82214199
1764713400000,91561.4,91892.8,91558.3,91851.7,62.82214199
1764713400000,91561.4,91892.8,91558.3,91851.7,62.82214199
1764713400000,91561.4,91892.8,91558.3,91851.7,62.82214199
1764713400000,91561.4,91892.8,91558.3,91851.7,62.82214199
1764713400000,91561.4,91892.8,91558.3,91851.7,62.82214199
1764713400000,91561.4,91892.8,91558.3,91851.7,62.82214199
1764713400000,91561.4,91892.8,91558.3,91851.7,62.82214199
1764713400000,91561.4,91892.8,91558.3,91851.7,62.82214199
1764713400000,91561.4,91892.8,91558.3,91851.7,62.82214199
1764713400000,91561.4,91892.8,91558.3,91851.7,62.82214199
1764713400000,91561.4,91892.8,91558.3,91851.7,62.82214199
1764713400000,91561.4,91892.8,91558.3,91851.7,62.82214199
1764713700000,91851.7,91884.9,91775.9,91807.1,17.68754846
1764713700000,91851.7,91884.9,91775.9,91807.1,17.68754846
1764713700000,91851.7,91884.9,91775.9,91807.1,17.68754846
1764713700000,91851.7,91884.9,91775.9,91807.1,17.68754846
1764713700000,91851.7,91884.9,91775.9,91807.1,17.68754846
1764713700000,91851.7,91884.9,91775.9,91807.1,17.68754846
1764713700000,91851.7,91884.9,91775.9,91807.1,17.68754846
1764713700000,91851.7,91884.9,91775.9,91807.1,17.68754846
1764713700000,91851.7,91884.9,91775.9,91807.1,17.68754846
1764713700000,91851.7,91884.9,91775.9,91807.1,17.68754846
1764713700000,91851.7,91884.9,91775.9,91807.1,17.68754846
1764713700000,91851.7,91884.9,91775.9,91807.1,17.68754846
1764713700000,91851.7,91884.9,91775.9,91807.1,17.68754846
1764713700000,91851.7,91884.9,91775.9,91807.1,17.68754846
1764713700000,91851.7,91884.9,91775.9,91807.1,17.68754846
1764713700000,91851.7,91884.9,91775.9,91807.1,17.68754846
1764713700000,91851.7,91884.9,91775.9,91807.1,17.68754846
1764713700000,91851.7,91884.9,91775.9,91807.1,17.68754846
1764713700000,91851.7,91884.9,91775.9,91807.1,17.68754846
1764713700000,91851.7,91884.9,91775.9,91807.1,17.68754846
1764713700000,91851.7,91884.9,91775.9,91807.1,17.68754846
1764713700000,91851.7,91884.9,91775.9,91807.1,17.68754846
1764713700000,91851.7,91884.9,91775.9,91807.1,17.68754846
1764714000000,91807.0,91841.0,91693.8,91715.7,14.32421889
1764714000000,91807.0,91841.0,91693.8,91715.7,14.32421889
1764714000000,91807.0,91841.0,91693.8,91715.7,14.32421889
1764714000000,91807.0,91841.0,91693.8,91715.7,14.32421889
1764714000000,91807.0,91841.0,91693.8,91715.7,14.32421889
